model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
91,Colt Keith,Detroit Tigers,Minnesota Twins,Joe Ryan,1,Comerica Park,100.0,5.9,,2.3,4.8,9.0,4.8,5.5,6.6,10.0,76.1,5.9030245,89.0,3.6,7.8,8.1,7.3,Lineup context + Pitcher vulnerability,False,0.53,0.53
92,Tim Tawa,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,7,Kauffman Stadium,168.0,5.8,,5.5,7.5,5.1,7.5,8.6,6.6,4.0,80.78,7.456452,129.0,3.6,8.6,4.5,3.5,Ballpark + Pitch-type matchup,False,0.5297222222222222,0.5297222222222222
93,Carson Kelly,Chicago Cubs,Milwaukee Brewers,Robert Gasser,7,American Family Field,88.0,5.8,,4.4,7.7,7.2,7.7,5.0,6.6,4.0,76.1,8.2642343,120.0,7.7,2.8,5.9,2.4,Pitch-type matchup + Recent power,False,0.528888888888889,0.528888888888889
94,José Ramírez,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,3,Oriole Park at Camden Yards,110.0,5.8,,8.1,3.9,4.2,3.9,6.0,6.5,8.0,79.52,4.0389115,34.0,3.6,1.6,5.0,7.0,Hitter skill + Lineup context,False,0.5261111111111111,0.5261111111111111
95,Geraldo Perdomo,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,1,Kauffman Stadium,168.0,5.7,,7.4,3.4,5.1,3.4,8.6,6.6,10.0,80.78,7.456452,129.0,3.6,1.6,3.8,3.5,Lineup context + Ballpark,False,0.5259722222222222,0.5259722222222222
96,Bo Bichette,New York Mets,Miami Marlins,Eury Pérez,3,loanDepot park,135.0,5.7,,7.5,5.0,2.5,5.0,7.1,6.0,8.0,87.08000000000001,6.2758471,153.0,9.5,7.9,5.5,3.6,Recent power + Lineup context,False,0.5193055555555555,0.5193055555555555
97,Matt Shaw,Chicago Cubs,Milwaukee Brewers,Robert Gasser,6,American Family Field,88.0,5.6,,7.1,3.1,7.2,3.1,5.0,6.6,5.0,76.1,8.2642343,120.0,3.6,3.0,2.9,2.3,Pitcher vulnerability + Hitter skill,False,0.518611111111111,0.518611111111111
98,Keibert Ruiz,Washington Nationals,San Diego Padres,Nick Pivetta,7,Petco Park,105.0,5.6,,5.1,5.5,5.5,5.5,5.7,5.5,4.0,94.46,7.5807262,326.0,7.7,6.3,9.4,7.7,Recent power + Ballpark,False,0.5173611111111112,0.5173611111111112
99,BJ Murray,Chicago Cubs,Milwaukee Brewers,Robert Gasser,8,American Family Field,88.0,5.5,,7.4,1.6,7.2,1.6,5.0,6.6,3.0,76.1,8.2642343,120.0,3.6,1.6,9.8,2.5,Hitter skill + Pitcher vulnerability,False,0.51625,0.51625
100,Leo Bernal,St. Louis Cardinals,San Francisco Giants,Logan Webb,5,Oracle Park,139.0,5.5,,6.7,4.1,3.0,4.1,7.3,6.7,6.0,71.78,10.9361296,259.0,6.4,6.6,9.9,10.0,Ballpark + Hitter skill,False,0.5120833333333332,0.5120833333333332
101,Luis Lara,Milwaukee Brewers,Chicago Cubs,Matthew Boyd,6,American Family Field,88.0,5.4,,5.7,1.6,8.1,1.6,5.0,6.6,5.0,76.1,8.2642343,120.0,3.6,3.1,8.3,6.3,Pitcher vulnerability + Weather,False,0.5115277777777778,0.5115277777777778
102,John Peck,Detroit Tigers,Minnesota Twins,Joe Ryan,9,Comerica Park,100.0,5.4,,5.8,1.6,9.0,1.6,5.5,6.6,2.0,76.1,5.9030245,89.0,3.6,8.5,2.4,2.1,Pitcher vulnerability + Weather,False,0.5063888888888889,0.5063888888888889
103,Andrés Giménez,Toronto Blue Jays,Athletics,Jacob Lopez,8,Sutter Health Park,100.0,5.3,,8.8,3.5,4.7,3.5,5.5,5.8,3.0,89.06,2.1126614,354.0,3.6,3.0,4.9,1.5,Hitter skill + Weather,False,0.5047222222222223,0.5047222222222223
104,Wilyer Abreu,Boston Red Sox,Los Angeles Angels,Grayson Rodriguez,4,Fenway Park,92.0,5.3,,3.8,8.2,5.5,8.2,5.1,6.6,7.0,77.36,6.2758471,333.0,3.6,4.8,7.1,5.1,Pitch-type matchup + Lineup context,False,0.4947222222222222,0.4947222222222222
105,Zack Gelof,Athletics,Toronto Blue Jays,Dylan Cease,3,Sutter Health Park,100.0,5.2,,5.0,9.4,2.1,9.4,5.5,5.8,8.0,89.06,2.1126614,354.0,9.8,8.0,4.6,5.6,Recent power + Pitch-type matchup,False,0.49444444444444446,0.49444444444444446
106,Nico Hoerner,Chicago Cubs,Milwaukee Brewers,Robert Gasser,5,American Family Field,88.0,5.2,,5.7,2.8,7.2,2.8,5.0,6.6,6.0,76.1,8.2642343,120.0,3.6,4.5,4.6,4.2,Pitcher vulnerability + Weather,False,0.49374999999999997,0.49374999999999997
107,Nathan Lukes,Toronto Blue Jays,Athletics,Jacob Lopez,6,Sutter Health Park,100.0,5.2,,5.0,7.9,4.7,7.9,5.5,5.8,5.0,89.06,2.1126614,354.0,3.6,6.5,3.9,6.2,Pitch-type matchup + Weather,False,0.4925,0.4925
108,Francisco Lindor,New York Mets,Miami Marlins,Eury Pérez,1,loanDepot park,135.0,5.1,,3.8,8.9,2.5,8.9,7.1,6.0,10.0,87.08000000000001,6.2758471,153.0,6.6,7.9,6.8,9.7,Lineup context + Pitch-type matchup,False,0.4908333333333333,0.4908333333333333
109,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,3,Citizens Bank Park,115.0,5.1,,4.0,5.7,6.0,5.7,6.2,6.5,8.0,77.9,4.5981454,7.0,3.6,1.6,9.5,7.1,Lineup context + Weather,False,0.48972222222222217,0.48972222222222217
110,Angel Martínez,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,4,Oriole Park at Camden Yards,110.0,5.0,Neutral,5.9,6.4,4.2,6.4,6.0,6.5,7.0,79.52,4.0389115,34.0,3.6,4.3,5.1,3.0,Lineup context + Weather,False,0.4838888888888889,0.4838888888888889
111,Jake Cronenworth,San Diego Padres,Washington Nationals,Jake Irvin,2,Petco Park,105.0,5.0,Neutral,3.3,3.1,9.4,3.1,5.7,5.5,9.0,94.46,7.5807262,326.0,7.2,1.6,2.5,2.7,Pitcher vulnerability + Lineup context,False,0.4822222222222223,0.4822222222222223
112,Dylan Beavers,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,9,Oriole Park at Camden Yards,110.0,4.9,,5.6,8.4,3.4,8.4,6.0,6.5,2.0,79.52,4.0389115,34.0,3.6,8.2,4.4,5.0,Pitch-type matchup + Weather,False,0.47888888888888886,0.47888888888888886
113,Moisés Ballesteros,Los Angeles Angels,Boston Red Sox,Brayan Bello,5,Fenway Park,92.0,4.9,,9.2,2.2,1.7,2.2,5.1,6.6,6.0,77.36,6.2758471,333.0,8.4,6.0,5.8,4.0,Hitter skill + Recent power,False,0.47861111111111104,0.47861111111111104
114,David Fry,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,5,Oriole Park at Camden Yards,110.0,4.8,,6.2,7.5,4.2,7.5,6.0,6.5,6.0,79.52,4.0389115,34.0,3.6,1.6,1.9,2.1,Pitch-type matchup + Weather,False,0.4783333333333334,0.4783333333333334
115,Kyle Tucker,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,6,UNIQLO Field at Dodger Stadium,124.0,4.8,,6.8,4.4,3.8,4.4,6.6,5.5,5.0,,,,6.9,2.9,4.0,7.3,Recent power + Hitter skill,False,0.477361111111111,0.477361111111111
116,Ethan Salas,San Diego Padres,Washington Nationals,Jake Irvin,9,Petco Park,105.0,4.7,,4.8,1.6,9.4,1.6,5.7,5.5,2.0,94.46,7.5807262,326.0,3.6,1.6,1.1,9.8,Pitcher vulnerability + Ballpark,False,0.4770833333333333,0.4770833333333333
117,Andrew Knizner,San Francisco Giants,St. Louis Cardinals,Michael McGreevy,7,Oracle Park,139.0,4.7,,2.8,5.0,7.7,5.0,7.3,6.7,4.0,71.78,10.9361296,259.0,3.6,7.5,8.0,3.3,Pitcher vulnerability + Ballpark,False,0.47277777777777774,0.47277777777777774
118,Jo Adell,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,2,Oriole Park at Camden Yards,110.0,4.7,,4.3,5.9,4.2,5.9,6.0,6.5,9.0,79.52,4.0389115,34.0,3.6,5.2,8.2,8.0,Lineup context + Weather,False,0.4708333333333333,0.4708333333333333
119,Dillon Dingler,Detroit Tigers,Minnesota Twins,Joe Ryan,5,Comerica Park,100.0,4.6,,1.5,4.6,9.0,4.6,5.5,6.6,6.0,76.1,5.9030245,89.0,3.6,2.6,9.3,7.0,Pitcher vulnerability + Weather,False,0.4598611111111111,0.4598611111111111
120,Pete Alonso,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,2,Oriole Park at Camden Yards,110.0,4.6,,2.3,8.3,3.4,8.3,6.0,6.5,9.0,79.52,4.0389115,34.0,6.6,8.9,8.9,9.7,Lineup context + Pitch-type matchup,False,0.4598611111111111,0.4598611111111111
121,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,7,Citizens Bank Park,115.0,4.5,,4.2,6.0,6.0,6.0,6.2,6.5,4.0,77.9,4.5981454,7.0,8.1,4.7,2.6,1.6,Recent power + Weather,False,0.45916666666666667,0.45916666666666667
122,Christian Koss,San Francisco Giants,St. Louis Cardinals,Michael McGreevy,9,Oracle Park,139.0,4.5,,2.6,6.0,7.7,6.0,7.3,6.7,2.0,71.78,10.9361296,259.0,9.5,4.9,3.6,1.2,Recent power + Pitcher vulnerability,False,0.45833333333333326,0.45833333333333326
123,Jorbit Vivas,Washington Nationals,San Diego Padres,Nick Pivetta,8,Petco Park,105.0,4.4,,6.0,5.5,5.5,5.5,5.7,5.5,3.0,94.46,7.5807262,326.0,3.6,4.1,1.4,1.9,Hitter skill + Ballpark,False,0.4580555555555556,0.4580555555555556
124,Jonah Heim,Athletics,Toronto Blue Jays,Dylan Cease,9,Sutter Health Park,100.0,4.4,,7.3,5.5,2.1,5.5,5.5,5.8,2.0,89.06,2.1126614,354.0,7.2,4.6,5.7,6.8,Hitter skill + Recent power,False,0.4573611111111111,0.4573611111111111
125,Dustin Harris,San Diego Padres,Washington Nationals,Jake Irvin,7,Petco Park,105.0,4.3,,3.1,1.6,9.4,1.6,5.7,5.5,4.0,94.46,7.5807262,326.0,3.6,1.6,9.9,6.7,Pitcher vulnerability + Ballpark,False,0.45527777777777784,0.45527777777777784
126,Tommy Edman,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,3,UNIQLO Field at Dodger Stadium,124.0,4.3,,4.5,7.0,3.8,7.0,6.6,5.5,8.0,,,,6.2,4.0,3.4,5.7,Lineup context + Pitch-type matchup,False,0.45319444444444446,0.45319444444444446
127,Donovan Walton,Athletics,Toronto Blue Jays,Dylan Cease,7,Sutter Health Park,100.0,4.2,,6.5,5.6,2.1,5.6,5.5,5.8,4.0,89.06,2.1126614,354.0,8.4,5.3,7.0,5.9,Recent power + Hitter skill,False,0.4530555555555556,0.4530555555555556
128,A.J. Ewing,New York Mets,Miami Marlins,Eury Pérez,6,loanDepot park,135.0,4.2,,6.6,4.6,2.5,4.6,7.1,6.0,5.0,87.08000000000001,6.2758471,153.0,7.7,5.4,5.4,4.8,Recent power + Ballpark,False,0.45263888888888887,0.45263888888888887
129,Isiah Kiner-Falefa,Boston Red Sox,Los Angeles Angels,Grayson Rodriguez,8,Fenway Park,92.0,4.2,,4.4,6.8,5.5,6.8,5.1,6.6,3.0,77.36,6.2758471,333.0,8.1,3.1,3.6,1.5,Recent power + Pitch-type matchup,False,0.45125,0.45125
130,Andrew Vaughn,Milwaukee Brewers,Chicago Cubs,Matthew Boyd,4,American Family Field,88.0,4.1,,1.7,3.8,8.1,3.8,5.0,6.6,7.0,76.1,8.2642343,120.0,8.6,4.4,6.5,7.6,Recent power + Pitcher vulnerability,False,0.45013888888888887,0.45013888888888887
131,Nathan Church,St. Louis Cardinals,San Francisco Giants,Logan Webb,9,Oracle Park,139.0,4.1,,8.2,3.6,3.0,3.6,7.3,6.7,2.0,71.78,10.9361296,259.0,3.6,1.6,4.7,3.1,Hitter skill + Ballpark,False,0.44861111111111107,0.44861111111111107
132,Zach McKinstry,Detroit Tigers,Minnesota Twins,Joe Ryan,6,Comerica Park,100.0,4.0,Below average,4.0,2.8,9.0,2.8,5.5,6.6,5.0,76.1,5.9030245,89.0,3.6,1.6,1.2,1.4,Pitcher vulnerability + Weather,False,0.4463888888888888,0.4463888888888888
133,Garrett Mitchell,Milwaukee Brewers,Chicago Cubs,Matthew Boyd,8,American Family Field,88.0,4.0,Below average,4.5,2.3,8.1,2.3,5.0,6.6,3.0,76.1,8.2642343,120.0,3.6,3.5,3.5,4.3,Pitcher vulnerability + Weather,False,0.4454166666666666,0.4454166666666666
134,Zach Neto,Los Angeles Angels,Boston Red Sox,Brayan Bello,1,Fenway Park,92.0,3.9,,4.5,8.1,1.7,8.1,5.1,6.6,10.0,77.36,6.2758471,333.0,3.6,7.0,5.6,7.5,Lineup context + Pitch-type matchup,False,0.4404166666666667,0.4404166666666667
135,Samuel Basallo,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,7,Oriole Park at Camden Yards,110.0,3.9,,4.9,5.8,3.4,5.8,6.0,6.5,4.0,79.52,4.0389115,34.0,3.6,9.3,5.5,6.7,Weather + Ballpark,False,0.4395833333333334,0.4395833333333334
136,Gleyber Torres,Detroit Tigers,Minnesota Twins,Joe Ryan,3,Comerica Park,100.0,3.8,,1.3,3.7,9.0,3.7,5.5,6.6,8.0,76.1,5.9030245,89.0,3.6,3.3,7.2,5.9,Pitcher vulnerability + Lineup context,False,0.4388888888888889,0.4388888888888889
137,Ke'Bryan Hayes,Cincinnati Reds,Los Angeles Dodgers,Emmet Sheehan,9,UNIQLO Field at Dodger Stadium,124.0,3.8,,1.6,4.3,8.5,4.3,6.6,5.5,2.0,,,,3.6,5.5,9.5,7.8,Pitcher vulnerability + Ballpark,False,0.4383333333333333,0.4383333333333333
138,Jeff McNeil,Athletics,Toronto Blue Jays,Dylan Cease,2,Sutter Health Park,100.0,3.7,,6.2,4.4,2.1,4.4,5.5,5.8,9.0,89.06,2.1126614,354.0,6.2,6.6,5.3,5.2,Lineup context + Hitter skill,False,0.4370833333333334,0.4370833333333334
139,Bryce Harper,Philadelphia Phillies,Atlanta Braves,Grant Holmes,3,Citizens Bank Park,115.0,3.7,,1.2,7.0,6.4,7.0,6.2,6.5,8.0,77.9,4.5981454,7.0,3.6,7.3,4.3,8.1,Lineup context + Pitch-type matchup,False,0.4354166666666667,0.4354166666666667
140,Matt Olson,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,4,Citizens Bank Park,115.0,3.6,,2.1,6.4,6.0,6.4,6.2,6.5,7.0,77.9,4.5981454,7.0,3.6,7.5,5.3,5.5,Lineup context + Weather,False,0.4329166666666667,0.4329166666666667
141,Daylen Lile,Washington Nationals,San Diego Padres,Nick Pivetta,6,Petco Park,105.0,3.6,,2.5,5.5,5.5,5.5,5.7,5.5,5.0,94.46,7.5807262,326.0,3.6,9.4,7.4,8.3,Ballpark + Pitcher vulnerability,False,0.42624999999999996,0.42624999999999996
142,Trevor Larnach,Minnesota Twins,Detroit Tigers,Troy Melton,7,Comerica Park,100.0,3.6,,2.9,3.0,6.8,3.0,5.5,6.6,4.0,76.1,5.9030245,89.0,3.6,6.4,8.6,8.3,Pitcher vulnerability + Weather,False,0.42597222222222225,0.42597222222222225
143,J.T. Realmuto,Philadelphia Phillies,Atlanta Braves,Grant Holmes,8,Citizens Bank Park,115.0,3.5,,1.8,7.8,6.4,7.8,6.2,6.5,3.0,77.9,4.5981454,7.0,8.5,4.9,2.6,3.4,Recent power + Pitch-type matchup,False,0.4247222222222223,0.4247222222222223
144,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,2,Citizens Bank Park,115.0,3.5,,1.2,5.3,6.0,5.3,6.2,6.5,9.0,77.9,4.5981454,7.0,3.6,8.4,7.5,9.3,Lineup context + Weather,False,0.42444444444444446,0.42444444444444446
145,Ha-Seong Kim,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,9,Citizens Bank Park,115.0,3.4,,6.1,1.6,6.0,1.6,6.2,6.5,2.0,77.9,4.5981454,7.0,3.6,2.9,3.7,3.5,Weather + Ballpark,False,0.42430555555555555,0.42430555555555555
146,Nick Loftin,Kansas City Royals,Arizona Diamondbacks,Derek Law,6,Kauffman Stadium,168.0,3.4,,7.7,4.5,1.2,4.5,8.6,6.6,5.0,80.78,7.456452,129.0,3.6,3.2,1.8,5.1,Ballpark + Hitter skill,False,0.4231944444444444,0.4231944444444444
147,George Springer,Toronto Blue Jays,Athletics,Jacob Lopez,2,Sutter Health Park,100.0,3.3,,3.6,5.7,4.7,5.7,5.5,5.8,9.0,89.06,2.1126614,354.0,3.6,5.8,4.0,4.5,Lineup context + Weather,False,0.4218055555555556,0.4218055555555556
148,Walker Jenkins,Minnesota Twins,Detroit Tigers,Troy Melton,9,Comerica Park,100.0,3.3,,4.8,1.6,6.8,1.6,5.5,6.6,2.0,76.1,5.9030245,89.0,8.1,4.5,3.7,2.4,Recent power + Pitcher vulnerability,False,0.42069444444444437,0.42069444444444437
149,Michael Harris,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,6,Citizens Bank Park,115.0,3.2,,1.1,7.4,6.0,7.4,6.2,6.5,5.0,77.9,4.5981454,7.0,3.6,6.9,9.6,4.5,Pitch-type matchup + Weather,False,0.41638888888888886,0.41638888888888886
150,Bryan Torres,St. Louis Cardinals,San Francisco Giants,Logan Webb,1,Oracle Park,139.0,3.2,,6.3,3.8,3.0,3.8,7.3,6.7,10.0,71.78,10.9361296,259.0,3.6,1.6,1.6,1.9,Lineup context + Ballpark,False,0.4151388888888889,0.4151388888888889
151,Brice Turang,Milwaukee Brewers,Chicago Cubs,Matthew Boyd,2,American Family Field,88.0,3.1,,2.2,3.6,8.1,3.6,5.0,6.6,9.0,76.1,8.2642343,120.0,3.6,2.3,1.8,2.7,Lineup context + Pitcher vulnerability,False,0.40499999999999997,0.40499999999999997
152,Carson Benge,New York Mets,Miami Marlins,Eury Pérez,4,loanDepot park,135.0,3.1,,5.3,6.3,2.5,6.3,7.1,6.0,7.0,87.08000000000001,6.2758471,153.0,3.6,3.0,2.9,2.8,Ballpark + Lineup context,False,0.4029166666666666,0.4029166666666666
153,Austin Hedges,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,7,Oriole Park at Camden Yards,110.0,3.1,,5.9,3.9,4.2,3.9,6.0,6.5,4.0,79.52,4.0389115,34.0,3.6,2.4,2.1,1.8,Weather + Ballpark,False,0.40013888888888893,0.40013888888888893
154,Jordan Lawlar,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,8,Kauffman Stadium,168.0,3.0,Weak,2.5,7.0,5.1,7.0,8.6,6.6,3.0,80.78,7.456452,129.0,8.8,4.2,1.5,1.8,Recent power + Ballpark,False,0.3995833333333333,0.3995833333333333
155,Brayan Rocchio,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,9,Oriole Park at Camden Yards,110.0,3.0,Weak,2.6,7.1,4.2,7.1,6.0,6.5,2.0,79.52,4.0389115,34.0,10.0,3.7,6.7,5.5,Recent power + Pitch-type matchup,False,0.39902777777777776,0.39902777777777776
156,Jordan Walker,St. Louis Cardinals,San Francisco Giants,Logan Webb,4,Oracle Park,139.0,2.9,,1.4,8.0,3.0,8.0,7.3,6.7,7.0,71.78,10.9361296,259.0,3.6,9.5,9.2,8.0,Pitch-type matchup + Ballpark,False,0.3951388888888889,0.3951388888888889
157,Cooper Pratt,Milwaukee Brewers,Chicago Cubs,Matthew Boyd,7,American Family Field,88.0,2.9,,2.5,4.0,8.1,4.0,5.0,6.6,4.0,76.1,8.2642343,120.0,3.6,2.6,2.4,2.0,Pitcher vulnerability + Weather,False,0.3947222222222222,0.3947222222222222
158,Trevor Story,Boston Red Sox,Los Angeles Angels,Grayson Rodriguez,5,Fenway Park,92.0,2.8,,3.0,1.6,5.5,1.6,5.1,6.6,6.0,77.36,6.2758471,333.0,3.6,9.8,8.6,7.2,Weather + Lineup context,False,0.3883333333333333,0.3883333333333333
159,Eli White,Boston Red Sox,Los Angeles Angels,Grayson Rodriguez,9,Fenway Park,92.0,2.8,,4.3,2.5,5.5,2.5,5.1,6.6,2.0,77.36,6.2758471,333.0,8.1,7.7,2.2,1.3,Recent power + Weather,False,0.3831944444444444,0.3831944444444444
160,Juan Soto,New York Mets,Miami Marlins,Eury Pérez,2,loanDepot park,135.0,2.7,,1.1,8.4,2.5,8.4,7.1,6.0,9.0,87.08000000000001,6.2758471,153.0,7.2,6.5,6.6,9.6,Lineup context + Pitch-type matchup,False,0.3823611111111111,0.3823611111111111
161,Ryan Waldschmidt,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,9,Kauffman Stadium,168.0,2.7,,5.2,2.6,5.1,2.6,8.6,6.6,2.0,80.78,7.456452,129.0,3.6,2.7,1.4,1.7,Ballpark + Weather,False,0.38194444444444436,0.38194444444444436
162,Jackson Holliday,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,3,Oriole Park at Camden Yards,110.0,2.6,,4.7,3.2,3.4,3.2,6.0,6.5,8.0,79.52,4.0389115,34.0,3.6,5.7,6.0,2.2,Lineup context + Weather,False,0.3801388888888889,0.3801388888888889
163,Shohei Ohtani,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,1,UNIQLO Field at Dodger Stadium,124.0,2.6,,3.0,4.7,3.8,4.7,6.6,5.5,10.0,,,,3.6,6.8,3.0,6.0,Lineup context + Ballpark,False,0.3763888888888889,0.3763888888888889
164,Alex Call,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,8,UNIQLO Field at Dodger Stadium,124.0,2.6,,6.4,1.6,3.8,1.6,6.6,5.5,3.0,,,,3.6,1.6,2.0,6.2,Ballpark + Hitter skill,False,0.3741666666666667,0.3741666666666667
165,Lane Thomas,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,5,Citizens Bank Park,115.0,2.5,,1.5,5.6,6.0,5.6,6.2,6.5,6.0,77.9,4.5981454,7.0,3.6,4.7,3.5,5.3,Weather + Ballpark,False,0.3740277777777778,0.3740277777777778
166,Jacob Young,Washington Nationals,San Diego Padres,Nick Pivetta,9,Petco Park,105.0,2.5,,3.2,5.5,5.5,5.5,5.7,5.5,2.0,94.46,7.5807262,326.0,3.6,3.5,2.7,4.1,Ballpark + Pitcher vulnerability,False,0.37124999999999997,0.37124999999999997
167,Iván Herrera,St. Louis Cardinals,San Francisco Giants,Logan Webb,2,Oracle Park,139.0,2.4,,2.7,5.2,3.0,5.2,7.3,6.7,9.0,71.78,10.9361296,259.0,8.7,4.3,4.1,4.9,Lineup context + Recent power,False,0.36833333333333335,0.36833333333333335
168,Angel Genao,Cleveland Guardians,Baltimore Orioles,Trevor Rogers,6,Oriole Park at Camden Yards,110.0,2.4,,1.9,6.1,4.2,6.1,6.0,6.5,5.0,79.52,4.0389115,34.0,3.6,2.8,8.7,8.9,Weather + Pitch-type matchup,False,0.36777777777777776,0.36777777777777776
169,Ildemaro Vargas,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,6,Kauffman Stadium,168.0,2.3,,3.0,2.4,5.1,2.4,8.6,6.6,5.0,80.78,7.456452,129.0,3.6,5.3,6.0,3.0,Ballpark + Weather,False,0.357361111111111,0.357361111111111
170,Brett Bateman,Toronto Blue Jays,Athletics,Jacob Lopez,1,Sutter Health Park,100.0,2.3,,4.7,1.6,4.7,1.6,5.5,5.8,10.0,89.06,2.1126614,354.0,3.6,1.6,1.5,1.6,Lineup context + Weather,False,0.3556944444444445,0.3556944444444445
171,Max Muncy,Athletics,Toronto Blue Jays,Dylan Cease,6,Sutter Health Park,100.0,2.2,,2.0,7.6,2.1,7.6,5.5,5.8,5.0,89.06,2.1126614,354.0,9.6,8.5,4.9,6.5,Recent power + Pitch-type matchup,False,0.3540277777777778,0.3540277777777778
172,Ernie Clement,Toronto Blue Jays,Athletics,Jacob Lopez,7,Sutter Health Park,100.0,2.2,,3.4,6.0,4.7,6.0,5.5,5.8,4.0,89.06,2.1126614,354.0,3.6,1.6,1.9,1.2,Pitch-type matchup + Weather,False,0.3523611111111112,0.3523611111111112
173,Austin Riley,Atlanta Braves,Philadelphia Phillies,Jesús Luzardo,8,Citizens Bank Park,115.0,2.1,,2.0,2.3,6.0,2.3,6.2,6.5,3.0,77.9,4.5981454,7.0,8.4,7.7,4.0,4.6,Recent power + Weather,False,0.3506944444444445,0.3506944444444445
174,Lourdes Gurriel,Arizona Diamondbacks,Kansas City Royals,Noah Cameron,5,Kauffman Stadium,168.0,2.1,,1.9,2.2,5.1,2.2,8.6,6.6,6.0,80.78,7.456452,129.0,3.6,3.9,7.7,8.5,Ballpark + Weather,False,0.3470833333333333,0.3470833333333333
175,John Rave,Kansas City Royals,Arizona Diamondbacks,Derek Law,7,Kauffman Stadium,168.0,2.1,,3.3,7.8,1.2,7.8,8.6,6.6,4.0,80.78,7.456452,129.0,7.2,3.8,2.7,4.4,Ballpark + Pitch-type matchup,False,0.34430555555555553,0.34430555555555553
176,Hunter Feduccia,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,7,UNIQLO Field at Dodger Stadium,124.0,2.0,Poor,2.1,4.9,3.8,4.9,6.6,5.5,4.0,,,,3.6,6.7,5.6,7.5,Ballpark + Weather,False,0.33305555555555555,0.33305555555555555
177,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,Chase Burns,2,UNIQLO Field at Dodger Stadium,124.0,2.0,Poor,1.8,3.3,3.8,3.3,6.6,5.5,9.0,,,,7.2,2.6,9.4,5.7,Lineup context + Recent power,False,0.3304166666666667,0.3304166666666667
178,Francisco Alvarez,New York Mets,Miami Marlins,Eury Pérez,7,loanDepot park,135.0,1.9,,1.0,7.9,2.5,7.9,7.1,6.0,4.0,87.08000000000001,6.2758471,153.0,9.7,6.2,3.1,7.8,Recent power + Pitch-type matchup,False,0.33,0.33
179,Kyle Isbel,Kansas City Royals,Arizona Diamondbacks,Derek Law,9,Kauffman Stadium,168.0,1.9,,3.5,7.1,1.2,7.1,8.6,6.6,2.0,80.78,7.456452,129.0,3.6,5.6,3.0,4.7,Ballpark + Pitch-type matchup,False,0.3231944444444444,0.3231944444444444
180,Lawrence Butler,Athletics,Toronto Blue Jays,Dylan Cease,4,Sutter Health Park,100.0,1.8,,3.1,4.5,2.1,4.5,5.5,5.8,7.0,89.06,2.1126614,354.0,6.6,5.0,6.1,4.2,Lineup context + Recent power,False,0.3184722222222222,0.3184722222222222
181,Gunnar Henderson,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,5,Oriole Park at Camden Yards,110.0,1.8,,3.7,3.3,3.4,3.3,6.0,6.5,6.0,79.52,4.0389115,34.0,3.6,3.2,2.5,2.9,Weather + Ballpark,False,0.3152777777777778,0.3152777777777778
182,Blaze Alexander,Baltimore Orioles,Cleveland Guardians,Joey Cantillo,1,Oriole Park at Camden Yards,110.0,1.7,,2.0,2.9,3.4,2.9,6.0,6.5,10.0,79.52,4.0389115,34.0,3.6,3.6,8.4,5.5,Lineup context + Weather,False,0.31124999999999997,0.31124999999999997
